id,label,statement,subjects,speaker,job_title,state,party,barely_true_count,false_count,half_true_count,mostly_true_count,pants_fire_count,context,binary_label,prediction,confidence,statement_length,length_bucket,primary_subject
2305.json,true,"Under the new health care law, if a landscaper wants to buy a new lawnmower, or a restaurant needs a new ice-maker, they have to report that to the feds.","health-care,taxes",john-boehner,Speaker of the House of Representatives,Ohio,republican,13.0,22.0,11.0,4.0,2.0,a speech at the City Club of Cleveland,TRUE,FALSE,0.6107493557393477,30,21-40,health-care
9192.json,true,Says Charlie Crist implemented Jeb Bushs A+ Plan.,education,progressive-choice,unknown,unknown,organization,1.0,0.0,0.0,0.0,0.0,a campaign mailer,TRUE,FALSE,0.805298278575019,8,0-10,education
7696.json,barely-true,Not one dime gets added to the deficit because of Social Security.,"deficit,disability,retirement,social-security",mark-pocan,"State Assembly member, 78th District",Wisconsin,democrat,1.0,2.0,2.0,3.0,0.0,an interview,FALSE,TRUE,0.6978037304103863,12,11-20,deficit
2187.json,false,Canada sets aside 36 percent of their visas for people with skills they think their country needs. We set aside 6 percent.,immigration,michael-bloomberg,unknown,New York,independent,0.0,2.0,2.0,3.0,0.0,"an interview on ""Meet the Press.""",FALSE,TRUE,0.8289747302295503,22,21-40,immigration
8011.json,true,Says Austin is the largest city in America without a congressional district anchored in it.,redistricting,elliott-naishtat,Attorney,Texas,democrat,0.0,0.0,1.0,0.0,0.0,a Texas House floor debate.,TRUE,FALSE,0.7551583738472611,15,11-20,redistricting
1290.json,barely-true,"A president must ""obtain Congress' consent before formally accepting the Nobel Prize.""","foreign-policy,legal-issues",ginny-brown-waite,Congresswoman,Florida,republican,2.0,0.0,2.0,0.0,0.0,a letter to President Obama,FALSE,TRUE,0.5507024693475666,12,11-20,foreign-policy
7426.json,pants-fire,Theres more murders with hammers last year than...shotguns and pistols and AK-47s.,guns,bill-jackson,State Senator,Georgia,republican,0.0,0.0,0.0,0.0,1.0,a meeting,FALSE,TRUE,0.7215299983285532,12,11-20,guns
1462.json,mostly-true,Uses headlines to portray Gov. Rick Perry as beholden to special interests.,ethics,kay-bailey-hutchison,U.S. Senator,Texas,republican,2.0,4.0,4.0,3.0,0.0,A TV advertisement,TRUE,FALSE,0.6433759884375366,12,11-20,ethics
12982.json,half-true,Her campaign and her supporters in her campaign were the ones that borne out the birther movement.,obama-birth-certificate,reince-priebus,"Chairman, Republican National Committee",Wisconsin,republican,2.0,12.0,8.0,3.0,1.0,an interview on NBC's Meet the Press,TRUE,FALSE,0.7306864743720229,17,11-20,obama-birth-certificate
8944.json,mostly-true,"Chris Christie helped funnel $6 million in federal Hurricane Sandy money to a senior center in Belleville, N.J., a place that suffered no damage.","housing,weather",lawrence-odonnell,unknown,unknown,none,2.0,2.0,0.0,3.0,0.0,"a segment on MSNBC's ""The Last Word with Lawrence O'Donnell""",TRUE,FALSE,0.6420261101110517,24,21-40,housing
10309.json,mostly-true,"The federal budget bill reauthorizes the Overseas Private Investment Corporation, which provides taxpayer dollars so that the Four Seasons hotel can build a resort in Turkey.",federal-budget,michael-needham,"CEO, Heritage Action",unknown,republican,1.0,0.0,0.0,1.0,0.0,"comments on ""Fox News Sunday""",TRUE,FALSE,0.6401124449987957,26,21-40,federal-budget
7336.json,barely-true,Says that 9 million to 50 million undocumented immigrants live in the United States.,"immigration,population",texas-federation-republican-women,unknown,unknown,republican,1.0,0.0,0.0,0.0,0.0,an approved resolution.,FALSE,TRUE,0.6785847110108202,14,11-20,immigration
7726.json,false,Ohioans want an end to pay-to-play politics.,"crime,criminal-justice,ethics",ed-fitzgerald,Cuyahoga County executive,Ohio,democrat,1.0,1.0,0.0,1.0,0.0,an email announcing his gubernatorial campaign kickoff,FALSE,TRUE,0.703021733978161,7,0-10,crime
5710.json,false,General Motors is the largest corporation in the world again.,"corporations,economy",joe-biden,U.S. senator,Delaware,democrat,11.0,10.0,21.0,16.0,4.0,a “Face the Nation” interview,FALSE,TRUE,0.5960797266229453,10,0-10,corporations
7806.json,false,A referendum gives the people the chance to decide on cutting the Milwaukee County Board budget by two-thirds,"county-budget,county-government",leah-vukmir,Member of state Assembly,Wisconsin,republican,0.0,2.0,0.0,1.0,0.0,a news release,FALSE,TRUE,0.5317853094913546,18,11-20,county-budget
10897.json,true,One out of five of our children live in a family thats on food stamps.,"agriculture,children,federal-budget,hunger",rick-perry,Governor,Texas,republican,30.0,30.0,42.0,23.0,18.0,a speech in Iowa,TRUE,FALSE,0.5795060423506608,15,11-20,agriculture
4841.json,mostly-true,"Says she brought together business, labor and hospitals to give 94,000 Oregon children health care.",health-care,eileen-brady,unknown,unknown,democrat,0.0,2.0,0.0,1.0,0.0,in a campaign ad,TRUE,FALSE,0.5879734826116061,15,11-20,health-care
6571.json,half-true,"Says they said it was impossible to balance a budget at the same time, with an $11 billion deficit and we did it.","state-budget,state-finances",chris-christie,Governor of New Jersey,New Jersey,republican,10.0,17.0,27.0,19.0,8.0,a speech at the Republican National Convention in Tampa,TRUE,FALSE,0.6368953749219947,23,21-40,state-budget
13385.json,mostly-true,Says Barack Obama is the first president in modern history not to have a single year of 3 percent growth.,economy,donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,a campaign speech,TRUE,FALSE,0.8642741668103083,20,11-20,economy
11670.json,barely-true,"Under conservative leadership, Congress has reduced the federal deficit by 60 percent nearly $800 billion.","congress,deficit,economy,federal-budget",american-action-network,unknown,unknown,republican,1.0,0.0,0.0,0.0,1.0,a newspaper ad,FALSE,TRUE,0.6405206490988726,15,11-20,congress
6333.json,false,"What I look at every month is how many more New Jerseyans are back to work. You have another 9,900 last month that are back to work and over almost 90,000 that are back to work now since I became governor.",jobs,chris-christie,Governor of New Jersey,New Jersey,republican,10.0,17.0,27.0,19.0,8.0,a news conference,FALSE,TRUE,0.7362258196223025,41,41+,jobs
5124.json,pants-fire,Says Newt Gingrich co-sponsored a bill with Nancy Pelosi that would have given $60 million a year to a U.N. program supporting Chinas brutal one-child policy.,"abortion,bipartisanship,candidates-biography,children,china,environment,federal-budget,message-machine-2012",restore-our-future,super PAC,unknown,republican,1.0,0.0,3.0,1.0,2.0,a television ad,FALSE,TRUE,0.6224317590849698,26,21-40,abortion
5403.json,mostly-true,"Other states have considered or have sunset advisory commissions; the federal government has the ability, too.","state-budget,state-finances",bruce-starr,State senator,Oregon,republican,0.0,1.0,0.0,1.0,0.0,a floor speech,TRUE,FALSE,0.688178435052754,16,11-20,state-budget
9437.json,half-true,"Under Wisconsin law, anyone who knows anything about a John Doe secret criminal investigation cant talk about it.","campaign-finance,county-government,crime,criminal-justice,elections",scott-walker,Milwaukee County Executive,Wisconsin,republican,26.0,41.0,32.0,40.0,11.0,a TV interview,TRUE,FALSE,0.5934075493398788,18,11-20,campaign-finance
11080.json,barely-true,"Texas high school graduation rate went from 27th in the country in 2002, to second highest in the country in 2013.","education,states",rick-perry,Governor,Texas,republican,30.0,30.0,42.0,23.0,18.0,a speech at the National Press Club,FALSE,TRUE,0.6775624812282813,21,21-40,education
2484.json,half-true,"Says Daniel Webster wants to make divorce illegal, even for abused wives.","marriage,message-machine,religion,women",alan-grayson,U.S. House of Representatives,Florida,democrat,6.0,5.0,4.0,11.0,1.0,a TV ad.,TRUE,FALSE,0.6010804570894581,12,11-20,marriage
11588.json,false,Drinking champagne could help prevent Alzheimers and other forms of dementia.,"Alcohol,health-care,medicare",viral-media-reports,none,Georgia,none,1.0,1.0,0.0,0.0,0.0, social media and in print,FALSE,TRUE,0.5848989359199844,11,11-20,Alcohol
13324.json,mostly-true,Ford is moving all of their small-car production to Mexico.,"corporations,trade,workers",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,"a rally in Delaware, Ohio",TRUE,FALSE,0.7341456993617226,10,0-10,corporations
7084.json,true,"Says the state of Texas rates as unacceptable almost 500 of the states 8,000 public schools.",education,dan-patrick,Lieutenant governor-elect,Texas,republican,4.0,4.0,3.0,4.0,4.0,a Texas Tribune interview.,TRUE,FALSE,0.5509947342829384,16,11-20,education
7900.json,half-true,The Wisconsin Economic Development Corporation is a proven job creator.,jobs,john-nygren,"State Assembly, 89th District",Wisconsin,republican,0.0,0.0,1.0,0.0,0.0,a press conference,TRUE,FALSE,0.7152656775517933,10,0-10,jobs
7607.json,pants-fire,Says that his transportation budget and Ohio Turnpike plan would make sure we have lower tolls than weve had through the history of the turnpike.,transportation,john-kasich,"Governor of Ohio as of Jan. 10, 2011",Ohio,republican,9.0,8.0,10.0,18.0,3.0,an interview televised March 22 on “State of Ohio”,FALSE,TRUE,0.6402468762344676,25,21-40,transportation
1061.json,barely-true,The war spending bill actually spends more money on the International Monetary Fund than on the war.,military,lynn-westmoreland,unknown,unknown,republican,1.0,1.0,3.0,0.0,0.0,a press release on the House GOP's blog.,FALSE,TRUE,0.866122432777019,17,11-20,military
12321.json,true,North Carolina has one of the fastest growing populations as well as the fastest growing economy in the country.,"economy,income,population,states",pat-mccrory,Governor of North Carolina,North Carolina,republican,5.0,2.0,3.0,0.0,1.0,an official announcement,TRUE,FALSE,0.5597053018182827,19,11-20,economy
2877.json,false,The Madison-Milwaukee (high-speed) train line is dead.,"job-accomplishments,transportation",scott-walker,Milwaukee County Executive,Wisconsin,republican,26.0,41.0,32.0,40.0,11.0,a statement issued by a transition team leader,FALSE,TRUE,0.5485831138004983,7,0-10,job-accomplishments
9432.json,mostly-true,"In February, John McCain suggested the Bergdahl-Taliban swap that he now calls outrageous and dangerous.","afghanistan,foreign-policy",rachel-maddow,MSNBC host,unknown,none,6.0,6.0,4.0,6.0,1.0,"a broadcast of the ""Rachel Maddow Show""",TRUE,FALSE,0.5165233427463167,15,11-20,afghanistan
5510.json,mostly-true,Theyre paying a less rate of tax -- these richest people in America -- than they have in the last 80 years.,"taxes,wealth",steve-rothman,unknown,unknown,democrat,1.0,2.0,0.0,1.0,1.0,a campaign video posted on YouTube,TRUE,FALSE,0.5216073835856936,22,21-40,taxes
4543.json,barely-true,Says the federal government hosted a conference and ordered 250 muffins at 16 bucks a piece.,"federal-budget,pundits",bill-oreilly,Fox News Channel host,unknown,none,4.0,6.0,3.0,5.0,1.0,"an interview on ""The Daily Show""",FALSE,TRUE,0.7569168632083628,16,11-20,federal-budget
10474.json,half-true,"Under Common Core standards, it takes more than a minute to teach a student how to add nine plus six.",education,greg-abbott,governor,Texas,republican,11.0,3.0,8.0,6.0,5.0,interview on Fox News Sunday,TRUE,FALSE,0.7283870959770813,20,11-20,education
10117.json,half-true,Rick Scott says he supported in-state tuition for Dreamers while Charlie Crist was against it.,"education,immigration",rick-scott,Governor,Florida,republican,28.0,23.0,38.0,34.0,7.0,a CNN debate,TRUE,FALSE,0.6631427463216485,15,11-20,education
12051.json,mostly-true,I opposed TPP (Trans-Pacific Partnership) and have always opposed TPP.,trade,ted-cruz,Senator,Texas,republican,36.0,33.0,15.0,19.0,8.0,the Republican debate in Miami,TRUE,FALSE,0.8082565581775314,10,0-10,trade
4287.json,half-true,Says Republican recall challenger Jonathan Steitz failed to pay his taxes.,"candidates-biography,taxes",greater-wisconsin-political-fund,unknown,Wisconsin,none,3.0,3.0,3.0,1.0,1.0,campaign mailer,TRUE,FALSE,0.8278989124939256,11,11-20,candidates-biography
9093.json,barely-true,Obamacare will drive 2.5 million Americans out of the workforce.,"health-care,jobs",rick-scott,Governor,Florida,republican,28.0,23.0,38.0,34.0,7.0,a television ad from Let's Get to Work,FALSE,TRUE,0.6726488911596302,10,0-10,health-care
12009.json,false,On Donald Trumps track record in business,candidates-biography,mitt-romney,Former governor,Massachusetts,republican,34.0,32.0,58.0,33.0,19.0,"an interview with NBC's ""Meet the Press""",FALSE,TRUE,0.5239442896854547,7,0-10,candidates-biography
7244.json,false,The amount of money that we put into running our own state legislature is nearly as much as we put into the University of Rhode Island.,"economy,education,government-efficiency,state-budget",dawson-hodgson,State Senator,Rhode Island,republican,1.0,1.0,0.0,0.0,0.0,a radio interview,FALSE,TRUE,0.503923903383279,26,21-40,economy
2958.json,false,Beaverton enjoys the most diverse population (by percentage of population) among Oregon cities.,diversity,city-beaverton,city,Oregon,none,0.0,2.0,0.0,0.0,0.0,a press release,FALSE,TRUE,0.6435642143276784,13,11-20,diversity
2114.json,barely-true,Georgia is the Saudi Arabia of pine trees.,energy,georgia-politicians,unknown,unknown,none,1.0,0.0,0.0,0.0,0.0, political campaign,FALSE,TRUE,0.561209849054288,8,0-10,energy
9364.json,barely-true,I turned a $110 million deficit into a $1.6 million surplus for our city.,"candidates-biography,city-budget,city-government,debt,deficit,economy,history,taxes,unions",angel-taveras,Mayor of Providence,Rhode Island,democrat,2.0,1.0,2.0,2.0,0.0,a fundraising letter,FALSE,TRUE,0.7706340808960468,14,11-20,candidates-biography
10561.json,half-true,"President Barack Obamas veto of the Keystone XL pipeline killed 42,000 jobs.","energy,jobs",tom-graves,unknown,unknown,republican,1.0,0.0,5.0,0.0,1.0,a press release,TRUE,FALSE,0.5791373382664559,12,11-20,energy
12906.json,half-true,"In Hillary Clintons tax returns, you saw a lot of income coming from donors to the Clinton Foundation and people who benefitted from her State Department term as well.","candidates-biography,income",paul-manafort,unknown,unknown,republican,0.0,2.0,1.0,0.0,1.0,"an interview on ""State of the Union""",TRUE,FALSE,0.7249980707176682,29,21-40,candidates-biography
7909.json,true,"Says that when the Rolling Stones performed in an Austin park, they paid $25,000 to the nearby city of Rollingwood for one night of inconvenience.","city-government,recreation",barry-bone,Businessman,Texas,none,0.0,0.0,0.0,0.0,0.0,an opinion column in the Westlake Picayune.,TRUE,FALSE,0.5799724056937863,25,21-40,city-government
7044.json,barely-true,Says the NAACPs Ohio chapter has endorsed Issue 2.,"elections,redistricting",voters-first-ohio,unknown,Ohio,none,1.0,0.0,0.0,0.0,0.0,a news story,FALSE,TRUE,0.8375270885574689,9,0-10,elections
11761.json,true,Says Marco Rubio knows full well I voted for his amendment to increase military spending to $697 billion.,"federal-budget,military,voting-record",ted-cruz,Senator,Texas,republican,36.0,33.0,15.0,19.0,8.0,"a Republican presidential debate in North Charleston, S.C.",TRUE,FALSE,0.7259737705776901,18,11-20,federal-budget
13291.json,half-true,Says Joe Heck voted to shut down the government.,voting-record,catherine-cortez-masto,unknown,Nevada,democrat,0.0,1.0,1.0,1.0,0.0,a Nevada U.S. Senate debate.,TRUE,FALSE,0.7665666234588799,9,0-10,voting-record
544.json,barely-true,John McCain has changed position on invading Iraq.,iraq,joe-biden,U.S. senator,Delaware,democrat,11.0,10.0,21.0,16.0,4.0,a television interview,FALSE,TRUE,0.6211188967101514,8,0-10,iraq
3679.json,false,State employees are actually going to get a pay raise.,state-budget,john-kasich,"Governor of Ohio as of Jan. 10, 2011",Ohio,republican,9.0,8.0,10.0,18.0,3.0,a news conference,FALSE,TRUE,0.6232164968351359,10,0-10,state-budget
2723.json,pants-fire,Congressman Kasich wants to use our tax dollars to give secret bonuses to his corporate friends.,"economy,jobs,message-machine,state-budget,transparency",ted-strickland,Former Ohio governor,Ohio,democrat,2.0,6.0,7.0,4.0,1.0,a campaign video,FALSE,TRUE,0.5727102247198664,16,11-20,economy
5530.json,barely-true,"The Democrat majority in the Senate has failed to submit [a] budget in the past 1,000 days.",federal-budget,johnny-isakson,U.S. Senator,Georgia,republican,2.0,3.0,3.0,2.0,0.0,a press release,FALSE,TRUE,0.7681976829681125,17,11-20,federal-budget
4617.json,half-true,Says Rick Perry increased spending in Texas by more than 50 percent.,"state-budget,state-finances",michele-bachmann,Congresswoman,Minnesota,republican,8.0,22.0,6.0,4.0,16.0,the Blooomberg/Washington Post Republican presidential debate.,TRUE,FALSE,0.6756635528664332,12,11-20,state-budget
2926.json,barely-true,"Under the DREAM Act, after two years of higher education or military service you are eligible for citizenship. Once a citizen, this paves the way to bring the rest of (your) extended family to the United States.",immigration,ted-poe,U.S. House Representative,Texas,republican,1.0,1.0,1.0,0.0,0.0,an opinion piece,FALSE,TRUE,0.8202857592763598,37,21-40,immigration
5283.json,half-true,"Since President Barack Obama took office, 2 million more Americans are out of work.",economy,phil-gingrey,U.S. Congressman,Georgia,republican,2.0,5.0,2.0,1.0,1.0,a press statement,TRUE,FALSE,0.6632491314175466,14,11-20,economy
4204.json,false,Says opponent David Dewhurst is a career politician.,candidates-biography,tom-leppert,Businessman,Texas,republican,0.0,1.0,0.0,1.0,0.0,a campaign statement.,FALSE,TRUE,0.5778527195921515,8,0-10,candidates-biography
4526.json,false,Wisconsins new state budget includes a 15 percent increase for road construction and yet weve got local towns tearing up paved roads and replacing them with gravel.,"campaign-finance,state-budget,transportation",mike-mccabe,unknown,unknown,none,0.0,1.0,0.0,0.0,0.0,a speech,FALSE,TRUE,0.617726084728771,27,21-40,campaign-finance
10493.json,mostly-true,The Obama administration is refusing to directly arm the Kurds.,"foreign-policy,iraq,terrorism",ted-cruz,Senator,Texas,republican,36.0,33.0,15.0,19.0,8.0,"comments on CNN's ""State of the Union""",TRUE,FALSE,0.6126007406504814,10,0-10,foreign-policy
3029.json,mostly-true,The state is able to sharply curtail contract bargaining rights for state employee unions.,"jobs,labor,state-budget",scott-walker,Milwaukee County Executive,Wisconsin,republican,26.0,41.0,32.0,40.0,11.0,a luncheon speech at the Milwaukee Press Club,TRUE,FALSE,0.5015213337108907,14,11-20,jobs
3471.json,half-true,On his support for sharply limiting collective bargaining by public employees.,"labor,state-budget",jeff-stone,"Member of State Assembly, 82nd District",Wisconsin,republican,1.0,0.0,0.0,1.0,0.0,various votes and public statements,TRUE,FALSE,0.6474866505673875,11,11-20,labor
5101.json,half-true,"Since the passage of Obamas stimulus package, over 1 million additional jobs were lost and nearly 25 million Americans are out of work, are stuck in part-time work, or have given up looking.","jobs,stimulus",mitt-romney,Former governor,Massachusetts,republican,34.0,32.0,58.0,33.0,19.0,a campaign mailer,TRUE,FALSE,0.6495405857445351,33,21-40,jobs
3500.json,half-true,Says David Prosser = Scott Walker.,"candidates-biography,job-accomplishments,labor,state-budget",greater-wisconsin-political-fund,unknown,Wisconsin,none,3.0,3.0,3.0,1.0,1.0,a television ad,TRUE,FALSE,0.8457106439514008,6,0-10,candidates-biography
10739.json,mostly-true,"The Hyde Amendmentlanguage was in the (human trafficking) bill. The Democratic sponsor admits it was in the bill, and she voted for it.","abortion,bipartisanship",karl-rove,unknown,Texas,republican,2.0,5.0,2.0,8.0,0.0,"comments on ""Fox News Sunday""",TRUE,FALSE,0.7130497497684688,23,21-40,abortion
13020.json,mostly-true,"Says Joe Heck voted 10 times to defund Planned Parenthood ... and Heck opposes a womans right to choose, even when her health is at risk.",abortion,catherine-cortez-masto,unknown,Nevada,democrat,0.0,1.0,1.0,1.0,0.0,a television ad,TRUE,FALSE,0.5141342463246952,26,21-40,abortion
1119.json,false,"Stimulus tax cuts ""began showing up in paychecks of 4.8 million Indiana households about three months ago.""","stimulus,taxes",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,"a speech in Wakarusa, Ind.",FALSE,TRUE,0.7908011678975208,17,11-20,stimulus
13128.json,mostly-true,Says Hillary Clinton called the Trans-Pacific Partnership the gold standard. You called it the gold standard of trade deals. You said its the finest deal youve ever seen.,"candidates-biography,economy,foreign-policy,history,trade",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,a Presidential debate,TRUE,FALSE,0.8233346444504859,28,21-40,candidates-biography
13047.json,half-true,Barack Obama has doubled our national debt. Doubled it. Its going to be close to $20 trillion when he leaves.,"debt,economy",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,a rally.,TRUE,FALSE,0.5815905808107944,20,11-20,debt
8463.json,false,Were second only to Boston in college students per capita.,education,chris-abele,Philanthropist,Wisconsin,none,3.0,5.0,4.0,4.0,2.0,a speech,FALSE,TRUE,0.6981739645559148,10,0-10,education
10293.json,mostly-true,Mike Martinez has voted to raise taxes and utility rates while ending free bus service for seniors.,"taxes,transportation,voting-record",steve-adler,Mayor of Austin,Texas,democrat,1.0,1.0,1.0,2.0,1.0,a TV ad,TRUE,FALSE,0.5615781058818392,17,11-20,taxes
2625.json,mostly-true,"Rand Paul wants to end all federal faith-based initiatives, and even end the deduction for religious charities.","message-machine,religion,taxes",jack-conway,Kentucky Attorney General,Kentucky,democrat,0.0,1.0,0.0,2.0,0.0,a campaign commercial,TRUE,FALSE,0.5330807286661777,17,11-20,message-machine
10672.json,false,White men account for 69 percent of those arrested for violent crimes.,crime,sally-kohn,unknown,unknown,columnist,0.0,1.0,1.0,1.0,0.0,an opinion piece on CNN.com,FALSE,TRUE,0.632901970204793,12,11-20,crime
10232.json,barely-true,The climate-change agreement between the United States and China requires the Chinese to do nothing at all for 16 years.,"china,climate-change,environment,foreign-policy",mitch-mcconnell,Senate minority leader,Kentucky,republican,7.0,6.0,5.0,7.0,0.0,a media availability,FALSE,TRUE,0.6247799869945733,20,11-20,china
12011.json,half-true,"The Great Wall of China, built 2,000 years ago, is 13,000 miles (long).",history,donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,remarks after the Super Tuesday balloting,TRUE,FALSE,0.742133920473105,13,11-20,history
3508.json,pants-fire,Says Supreme Court candidate JoAnne Kloppenburgs record as a state Justice Department lawyer consists only of the prosecution of cases regarding regulation of docks.,"candidates-biography,environment,legal-issues",david-prosser,Wisconsin Supreme Court justice,Wisconsin,none,0.0,0.0,0.0,0.0,1.0,statement during a candidate forum,FALSE,TRUE,0.6116614825191694,24,21-40,candidates-biography
9107.json,true,Says Sen. Mitch McConnell is the No. 1 recipient of contributions from lobbyists this cycle.,"campaign-finance,congress,campaign-advertising",alison-lundergan-grimes,Secretary of State,Kentucky,democrat,2.0,2.0,3.0,1.0,0.0,a campaign email to supporters,TRUE,FALSE,0.5570249997308021,15,11-20,campaign-finance
1739.json,half-true,Says the American public overwhelmingly opposed Democratic-steered health care plan.,health-care,kay-bailey-hutchison,U.S. Senator,Texas,republican,2.0,4.0,4.0,3.0,0.0,a radio address,TRUE,FALSE,0.5399731398568415,10,0-10,health-care
9047.json,mostly-true,"Says Dan Patrick supported giving a $5,000 taxpayer-funded voucher to every family to buy a car.","families,federal-budget,transportation",david-dewhurst,Lieutenant governor,Texas,republican,8.0,8.0,10.0,5.0,5.0,a TV ad,TRUE,FALSE,0.6458398769092604,16,11-20,families
13490.json,false,"We have trade agreements with 20 countries, and we have trade surpluses with each one of those 20.",trade,don-beyer,8th District congressional candidate,Virginia,democrat,1.0,2.0,1.0,3.0,0.0,an interview.,FALSE,TRUE,0.5067945541743043,18,11-20,trade
180.json,false,Congress' approval rating is 11 percent. You know who's higher? Dick Cheney and HMOs.,job-accomplishments,bill-richardson,Governor,New Mexico,democrat,1.0,2.0,3.0,8.0,1.0,Las Vegas,FALSE,TRUE,0.9274957694511988,14,11-20,job-accomplishments
781.json,false,Oil companies ...currently have 68-million acres that they're not using.,energy,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,"a debate in Nashville, Tenn.",FALSE,TRUE,0.8314307920952003,10,0-10,energy
7073.json,barely-true,"Mitt Romney made over a hundred million dollars by shutting down (a Marion, Ind. paper) plant.","candidates-biography,corporations,message-machine-2012",priorities-usa-action,unknown,unknown,democrat,3.0,1.0,4.0,2.0,1.0,in a TV ad,FALSE,TRUE,0.7769288829628507,16,11-20,candidates-biography
7447.json,true,Says the last non-partisan commission to improve the voting experience in America concluded that #VoterID was necessary.,elections,greg-abbott,governor,Texas,republican,11.0,3.0,8.0,6.0,5.0,a Twitter post.,TRUE,FALSE,0.6078429309065269,17,11-20,elections
5788.json,true,Says theCongressional Budget Officehas estimatedevery penny of the federal budget will go to interest on the debt and entitlement spending by 2025.,"deficit,federal-budget",frank-wolf,U.S. Representative,Virginia,republican,1.0,0.0,0.0,0.0,0.0,a floor speech.,TRUE,FALSE,0.5752759129744185,22,21-40,deficit
700.json,true,"My grandfather came home from ... (World War II) exhausted from the burdens he had borne, and died the next day.",candidates-biography,john-mccain,U.S. senator,Arizona,republican,31.0,39.0,31.0,37.0,8.0,"St. Paul, Minn.",TRUE,FALSE,0.6927932812936844,21,21-40,candidates-biography
11661.json,false,If Trump had just put his fathers money in a mutual fund ... hed have $8 billion.,wealth,occupy-democrats,unknown,unknown,organization,0.0,4.0,3.0,1.0,4.0,a Facebook post,FALSE,TRUE,0.5745262886304474,17,11-20,wealth
7416.json,barely-true,The group that supported the presidents health care bill the most? Latinos.,health-care,david-plouffe,Senior Adviser to the President,unknown,democrat,1.0,0.0,0.0,2.0,0.0,an interview,FALSE,TRUE,0.6439839283597696,12,11-20,health-care
553.json,false,"McCain ""hasn't held executive responsibility.""",candidates-biography,wesley-clark,unknown,Arkansas,democrat,0.0,1.0,1.0,0.0,0.0,"an interview on CBS' ""Face the Nation""",FALSE,TRUE,0.7840341384639132,5,0-10,candidates-biography
574.json,true,McCain got more money from Airbus' U.S. executives than any other politician.,"ethics,military",campaign-money-watch,unknown,unknown,none,1.0,0.0,0.0,0.0,0.0,a TV ad,TRUE,FALSE,0.5061926272119567,12,11-20,ethics
575.json,barely-true,"John McCain intervened, which helped Airbus get that Pentagon contract.","ethics,military",campaign-money-watch,unknown,unknown,none,1.0,0.0,0.0,0.0,0.0,a TV ad,FALSE,TRUE,0.5193031654878004,10,0-10,ethics
447.json,false,I have never said that I don't wear flag pins or refuse to wear flag pins.,patriotism,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,Philadelphia,FALSE,TRUE,0.7347492987736394,16,11-20,patriotism
11308.json,half-true,Says history suggests sports will quickly subsume a lot of the attention span of the country in the presidential primary.,"elections,sports",hugh-hewitt,unknown,unknown,republican,1.0,0.0,1.0,0.0,0.0,"a panel discussion on CNN's ""State of the Union""",TRUE,FALSE,0.6319448100773399,20,11-20,elections
11212.json,mostly-true,The U.S. has now spent more on reconstructing Afghanistan than was spent on the Marshall Plan and the reconstruction of Europe.,afghanistan,matt-wuerker,Politico editorial cartoonist,unknown,none,0.0,0.0,0.0,1.0,0.0,a political cartoon on Politico,TRUE,FALSE,0.5183703246975104,21,21-40,afghanistan
3087.json,pants-fire,The governor has made a commitment to billions of dollars in debt and new spending without any explanation of how he plans to pay that money back.,transportation,brian-moran,State Democratic chairman,Virginia,democrat,0.0,0.0,1.0,0.0,1.0,a news release.,FALSE,TRUE,0.7770055868927283,27,21-40,transportation
3046.json,mostly-true,Says he had to impose tougher cost controls on state employees than any previous Wisconsin governor.,"job-accomplishments,state-budget",jim-doyle,Lawyer,Wisconsin,democrat,1.0,1.0,1.0,1.0,0.0,a television interview,TRUE,FALSE,0.6127593799153924,16,11-20,job-accomplishments
1515.json,half-true,Congresswoman Bachmann actually said we should be 'weaned' off our Social Security and Medicare. She wants to privatize Social Security and replace Medicare with some kind of voucher system.,"medicare,social-security",americans-united-change,unknown,unknown,none,1.0,4.0,4.0,1.0,0.0,a radio ad,TRUE,FALSE,0.8298809287956801,29,21-40,medicare
4194.json,mostly-true,Michele Bachmanns legislative record is offering failed amendments.,"candidates-biography,voting-record",tim-pawlenty,unknown,unknown,republican,2.0,3.0,3.0,6.0,1.0,a statement from the campaign,TRUE,FALSE,0.5449782687724238,8,0-10,candidates-biography
12221.json,mostly-true,"Says a company that got tax breaks from the state later laid off 100 Ohioans, even as its CEO cut a half-million-dollar check to Kasichs super PAC.","campaign-finance,candidates-biography,ethics",ted-cruz,Senator,Texas,republican,36.0,33.0,15.0,19.0,8.0,ad paid for by campaign for Ted Cruz,TRUE,FALSE,0.6732580430731079,27,21-40,campaign-finance
